15-10-7 下午5:03
项目统计

     	   片段	    词汇	字符（无空白）	字符（含空白）	#Files	
总共：  	85058	357064	3054896	3357899	  1870	
剩余：  	71733	336795	2932578	3228446	  1870	
独特：  	42566	270601	2279580	2537858	  1870	
剩余独特：	42381	268752	2268528	2525019	  1870	


单文件统计：

文件名                                                       	 总片段	剩余片段	独特片段	剩余独特片段	 总计词汇	 剩余词汇	 独特词汇	剩余独特词汇	总字符（无空白）	剩余字符（无空白）	独特字符（无空白）	剩余独特字符（无空白）	总字符（含空白）	剩余字符（含空白）	独特字符（含空白）	剩余独特字符（含空白）	
filesystem/directoryentryattributes.html                  	  55	  47	  37	    37	  189	  178	  170	   170	    2088	     2022	     1855	       1855	    2261	     2192	     2025	       2025	
filesystem/directoryentrydate.html                        	  37	  29	  14	    14	  145	  134	  108	   108	    1408	     1342	      980	        980	    1520	     1451	     1078	       1078	
filesystem/directoryentryname.html                        	  30	  22	   8	     8	   95	   84	   66	    66	    1062	      996	      671	        671	    1133	     1064	      735	        735	
filesystem/directoryentrysize.html                        	  28	  21	   7	     7	   70	   60	   42	    42	     925	      866	      541	        541	     971	      909	      580	        580	
filesystem/directoryentrytype.html                        	  30	  23	   8	     8	   78	   68	   44	    44	    1014	      955	      601	        601	    1071	     1009	      646	        646	
filesystem/examinedirectory.html                          	  55	  46	  27	    27	  221	  209	  189	   189	    2208	     2135	     1735	       1735	    2395	     2319	     1919	       1919	
filesystem/filesize.html                                  	  23	  16	  10	    10	   78	   68	   62	    62	     525	      466	      363	        363	     584	      522	      419	        419	
filesystem/finishdirectory.html                           	  23	  15	   7	     7	   47	   36	   24	    24	     525	      461	      295	        295	     552	      485	      315	        315	
filesystem/getcurrentdirectory.html                       	  29	  20	  15	    15	   91	   79	   76	    76	     831	      760	      696	        696	     902	      828	      764	        764	
filesystem/getextensionpart.html                          	  26	  18	  14	    14	   85	   74	   70	    70	     703	      637	      571	        571	     764	      695	      629	        629	
filesystem/getfileattributes.html                         	  62	  53	  26	    26	  262	  250	  135	   135	    2792	     2719	     1637	       1637	    3082	     3006	     1804	       1804	
filesystem/getfiledate.html                               	  30	  22	   9	     9	  121	  110	   39	    39	     908	      842	      354	        354	    1003	      934	      388	        388	
filesystem/getfilepart.html                               	  29	  21	  11	    11	  104	   93	   75	    75	     811	      745	      566	        566	     889	      820	      633	        633	
filesystem/gethomedirectory.html                          	  27	  18	   9	     9	   97	   85	   55	    55	     741	      670	      440	        440	     820	      746	      491	        491	
filesystem/getpathpart.html                               	  26	  18	  10	    10	   86	   75	   67	    67	     705	      639	      495	        495	     766	      697	      553	        553	
filesystem/gettemporarydirectory.html                     	  28	  19	  11	    11	  120	  108	   79	    79	     864	      793	      584	        584	     965	      891	      657	        657	
filesystem/index.html                                     	  86	  81	  41	    41	  206	  198	  160	   160	    2481	     2431	     1707	       1707	    2604	     2550	     1825	       1825	
filesystem/isdirectory.html                               	  23	  15	   8	     8	   82	   71	   54	    54	     614	      548	      390	        390	     677	      608	      440	        440	
filesystem/nextdirectoryentry.html                        	  33	  25	  11	    11	  111	  100	   86	    86	    1102	     1036	      755	        755	    1184	     1115	      834	        834	
filesystem/renamefile.html                                	  34	  25	  16	    16	  144	  132	  122	   122	    1114	     1041	      866	        866	    1234	     1158	      983	        983	
filesystem/setcurrentdirectory.html                       	  24	  16	   8	     8	   85	   74	   53	    53	     702	      636	      437	        437	     767	      698	      486	        486	
filesystem/setfileattributes.html                         	  44	  37	  22	    22	  161	  151	  101	   101	    1505	     1446	      975	        975	    1653	     1591	     1066	       1066	
filesystem/setfiledate.html                               	  29	  22	  11	    11	  101	   91	   57	    57	     694	      635	      421	        421	     768	      706	      470	        470	
font/fontid.html                                          	  44	  36	  27	    27	  151	  140	  126	   126	    1531	     1465	     1240	       1240	    1659	     1590	     1360	       1360	
font/freefont.html                                        	  24	  15	  11	    11	   59	   47	   43	    43	     443	      372	      331	        331	     481	      407	      366	        366	
font/index.html                                           	  25	  20	  11	    11	   77	   69	   60	    60	     546	      496	      392	        392	     599	      545	      440	        440	
font/isfont.html                                          	  24	  16	   7	     7	   94	   83	   46	    46	     531	      465	      263	        263	     605	      536	      306	        306	
font/loadfont.html                                        	  48	  39	  25	    25	  283	  271	  250	   250	    1910	     1837	     1607	       1607	    2173	     2097	     1859	       1859	
ftp/abortftpfile.html                                     	  24	  16	  13	    13	   58	   47	   44	    44	     553	      489	      444	        444	     588	      521	      476	        476	
ftp/checkftpconnection.html                               	  20	  13	  10	    10	   58	   48	   41	    41	     438	      379	      343	        343	     480	      418	      378	        378	
ftp/closeftp.html                                         	  25	  16	  11	    11	   70	   58	   53	    53	     592	      521	      460	        460	     640	      566	      505	        505	
ftp/createftpdirectory.html                               	  28	  21	  12	    12	   90	   80	   56	    56	     778	      719	      538	        538	     844	      782	      586	        586	
ftp/deleteftpdirectory.html                               	  29	  22	  11	    11	   96	   86	   62	    62	     815	      756	      537	        537	     886	      824	      592	        592	
ftp/deleteftpfile.html                                    	  28	  21	  10	    10	   85	   75	   58	    58	     730	      671	      494	        494	     791	      729	      546	        546	
ftp/examineftpdirectory.html                              	  49	  40	  31	    31	  210	  198	  186	   186	    2012	     1939	     1756	       1756	    2175	     2099	     1913	       1913	
ftp/finishftpdirectory.html                               	  22	  14	   6	     6	   47	   36	   25	    25	     473	      409	      271	        271	     501	      434	      293	        293	
ftp/ftpdirectoryentryattributes.html                      	  44	  36	  19	    19	  130	  119	   83	    83	    1618	     1552	     1124	       1124	    1717	     1648	     1199	       1199	
ftp/ftpdirectoryentrydate.html                            	  29	  22	   7	     7	   76	   66	   47	    47	    1026	      967	      623	        623	    1076	     1014	      667	        667	
ftp/ftpdirectoryentryname.html                            	  28	  21	   7	     7	   65	   55	   38	    38	     956	      897	      578	        578	     997	      935	      613	        613	
ftp/ftpdirectoryentryraw.html                             	  41	  33	   9	     9	  132	  121	   82	    82	    1609	     1543	      841	        841	    1703	     1634	      917	        917	
